Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,City,State,Credit_Limit2
Existing Customer,44,F,1,Uneducated,Married,Less than $40K,Blue,36,3,2,4,1953,1762,191,0.743,4590,91,0.655,0.902,Germantown,MD,1953
Existing Customer,41,M,4,Graduate,Single,$120K +,Blue,35,5,3,3,34516,825,33691,0.982,3127,51,0.962,0.024,Longview,TX,34516
Existing Customer,45,F,4,High School,Divorced,Less than $40K,Blue,36,3,1,4,5486,685,4801,0.879,2965,70,0.556,0.125,Strongsville,OH,5486
Existing Customer,40,F,2,Post-Graduate,Married,Less than $40K,Blue,32,3,3,0,2107,941,1166,0.975,4858,73,0.738,0.447,Washington,NC,2107
Existing Customer,49,F,2,High School,Divorced,Less than $40K,Blue,36,6,3,3,2976,2257,719,0.75,3837,57,0.781,0.758,Rutherford,NJ,2976
Existing Customer,47,M,2,Graduate,Divorced,$80K - $120K,Blue,40,6,1,3,16741,1225,15516,0.641,3608,56,0.514,0.073,Fletcher,NC,16741
Existing Customer,42,F,3,Graduate,Divorced,Less than $40K,Blue,36,5,2,3,3714,2517,1197,0.857,4715,85,0.848,0.678,Kimberly,WI,3714
Existing Customer,40,F,4,Graduate,Single,Less than $40K,Gold,20,6,4,3,15987,1965,14022,0.722,4542,70,0.591,0.123,Bigelow,AR,15987
Existing Customer,43,M,2,High School,Married,$120K +,Silver,23,3,3,2,34516,1153,33363,0.89,4486,71,0.69,0.033,Columbia,SC,34516
Existing Customer,41,F,3,Doctorate,Married,Less than $40K,Blue,36,3,1,1,1956,1053,903,0.941,4924,70,0.795,0.538,Rescue,CA,1956
Existing Customer,38,F,3,Post-Graduate,Married,Less than $40K,Blue,32,4,3,2,3317,2517,800,0.862,3772,74,1,0.759,Vinton,VA,3317
Existing Customer,35,F,2,Uneducated,Single,Less than $40K,Blue,36,3,2,1,2942,2100,842,0.694,4548,71,0.821,0.714,Camas,WA,2942
Existing Customer,48,M,3,High School,Single,$80K - $120K,Blue,36,3,3,4,10111,868,9243,0.748,4791,68,0.889,0.086,Garden Grove,CA,10111
Existing Customer,37,M,3,Graduate,Divorced,$40K - $60K,Blue,36,5,2,0,5987,1405,4582,0.952,4011,72,0.674,0.235,Hudson,IL,5987
Existing Customer,51,M,0,Graduate,Married,$120K +,Blue,36,4,2,3,18733,1292,17441,0.442,5080,85,0.491,0.069,Lawton,OK,18733
Existing Customer,36,F,3,Graduate,Single,$40K - $60K,Blue,18,4,3,3,2265,1345,920,0.808,4009,73,0.49,0.594,Pompano Beach,FL,2265
Existing Customer,50,F,1,High School,Married,Less than $40K,Blue,32,4,1,3,2055,1276,779,0.869,5025,70,0.707,0.621,Stockton,CA,2055
Existing Customer,39,F,1,Post-Graduate,Married,$40K - $60K,Blue,36,5,3,2,2147,771,1376,0.69,4631,76,0.767,0.359,Brighton,CO,2147
Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,29,4,2,3,2670,2079,591,0.649,3895,59,0.788,0.779,Hinsdale,IL,2670
Existing Customer,54,F,0,College,Married,$40K - $60K,Blue,46,6,2,3,2254,533,1721,1.043,4913,84,0.909,0.236,Georgetown,KY,2254
Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,36,4,2,4,1438.3,739,699.3,0.727,4078,77,0.54,0.514,Levittown,PA,1438.3
Existing Customer,51,F,3,High School,Divorced,Less than $40K,Blue,36,4,3,0,3961,1729,2232,0.783,4066,63,0.8,0.437,San Antonio,TX,3961
Existing Customer,50,M,2,Uneducated,Single,$60K - $80K,Blue,43,4,3,3,4388,642,3746,0.815,3836,81,0.723,0.146,Chesterton,IN,4388
Existing Customer,43,M,2,Graduate,Married,$60K - $80K,Blue,28,6,3,2,19826,1389,18437,0.614,3561,73,0.659,0.07,Florence,WI,19826
Existing Customer,54,M,2,Graduate,Married,$80K - $120K,Blue,37,3,2,3,3164,2201,963,0.679,4410,86,0.623,0.696,Omaha,NE,3164
Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,40,6,2,2,6022,871,5151,0.6,3745,74,0.423,0.145,Murfreesboro,TN,6022
Existing Customer,39,M,3,Graduate,Single,$60K - $80K,Blue,36,5,3,4,2527,2204,323,0.9,4598,85,0.771,0.872,Palm Beach Gardens,FL,2527
Existing Customer,52,F,1,College,Single,Less than $40K,Blue,43,5,2,3,1438.3,604,834.3,0.81,4219,83,0.694,0.42,Worcester,MA,1438.3
Existing Customer,49,F,2,College,Married,Less than $40K,Blue,36,4,3,3,2154,1490,664,0.727,3664,63,0.853,0.692,Langhorne,PA,2154
Existing Customer,59,M,0,Uneducated,Single,$60K - $80K,Blue,48,5,1,3,4906,1302,3604,0.862,4833,80,0.905,0.265,Heathsville,VA,4906
Existing Customer,49,F,1,Graduate,Married,$40K - $60K,Blue,36,5,3,1,2721,1527,1194,0.743,4622,88,0.725,0.561,Moulton,AL,2721
Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,44,6,2,0,6160,2258,3902,0.717,3986,80,0.6,0.367,Kenner,LA,6160
Existing Customer,41,F,4,Graduate,Single,Less than $40K,Blue,24,3,3,1,2069,1393,676,0.875,4962,70,0.75,0.673,Bradenton,FL,2069
Existing Customer,41,M,2,High School,Single,$80K - $120K,Blue,29,6,3,4,28422,1258,27164,0.672,4841,80,0.6,0.044,Lovelock,NV,28422
Existing Customer,48,F,3,High School,Single,Less than $40K,Blue,37,5,3,0,4361,806,3555,0.627,4518,84,0.75,0.185,Terre Haute,IN,4361
Existing Customer,50,M,2,High School,Married,$80K - $120K,Blue,36,6,2,1,16388,2001,14387,0.547,4477,83,0.66,0.122,Hubbard,OH,16388
Existing Customer,41,M,1,Uneducated,Single,$80K - $120K,Blue,31,6,2,4,2404,1887,517,0.592,4489,75,0.744,0.785,Parkton,NC,2404
Existing Customer,48,M,3,Graduate,Married,$60K - $80K,Blue,38,6,1,0,5649,748,4901,1.077,4683,72,0.946,0.132,Raleigh,NC,5649
Existing Customer,47,F,3,High School,Married,Less than $40K,Blue,36,6,2,3,6524,1993,4531,0.815,4267,66,0.886,0.305,Poughkeepsie,NY,6524
Existing Customer,47,F,4,College,Married,Less than $40K,Blue,38,3,1,2,2633,1924,709,0.806,3407,66,0.535,0.731,Bastrop,TX,2633
Existing Customer,53,F,1,College,Single,Less than $40K,Blue,35,3,2,4,2482,916,1566,0.632,4295,72,0.532,0.369,Barton,MD,2482
Existing Customer,49,M,2,College,Single,$60K - $80K,Blue,41,6,3,4,6205,2233,3972,0.662,3906,64,0.684,0.36,Fayetteville,NC,6205
Existing Customer,35,F,3,Uneducated,Single,Less than $40K,Blue,36,4,2,3,2624,1458,1166,0.809,4487,61,0.743,0.556,Miami,FL,2624
Existing Customer,42,F,1,Uneducated,Married,Less than $40K,Blue,29,3,4,2,2756,1911,845,0.774,4656,62,0.879,0.693,Holden,ME,2756
Existing Customer,39,M,5,College,Married,$80K - $120K,Blue,29,3,3,4,34198,1804,32394,0.934,4270,59,0.639,0.053,Birmingham,AL,34198
Existing Customer,44,M,2,Graduate,Single,$80K - $120K,Blue,31,5,2,4,34516,1311,33205,0.6,4485,85,0.771,0.038,Boston,MA,34516
Existing Customer,57,F,3,College,Single,$40K - $60K,Blue,44,3,1,2,2817,1864,953,0.7,4535,82,0.745,0.662,Meriden,CT,2817
Existing Customer,53,F,1,Uneducated,Single,Less than $40K,Blue,43,6,2,3,2126,1257,869,0.632,4340,70,0.892,0.591,Dover,OH,2126
Existing Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,36,3,1,4,2573,1640,933,0.873,4094,77,0.638,0.637,Orlando,FL,2573
Existing Customer,48,F,1,College,Divorced,Less than $40K,Blue,36,6,3,0,4006,1646,2360,0.746,5006,89,0.534,0.411,Eastman,GA,4006
Existing Customer,44,M,1,Uneducated,Married,$80K - $120K,Blue,29,4,3,3,13298,1694,11604,0.824,3476,66,0.784,0.127,Fontana,CA,13298
Existing Customer,41,F,5,Uneducated,Single,Less than $40K,Blue,30,4,2,1,1762,1051,711,0.785,4986,80,0.739,0.596,Omaha,NE,1762
Existing Customer,47,F,1,Uneducated,Married,Less than $40K,Blue,36,6,3,3,2245,1503,742,0.754,3344,54,0.543,0.669,Allen,TX,2245
Existing Customer,47,M,1,Uneducated,Married,$40K - $60K,Blue,36,3,2,3,8168,2137,6031,0.659,3554,82,0.822,0.262,Pearland,TX,8168
Existing Customer,44,M,3,High School,Single,Less than $40K,Blue,38,6,1,2,2111,1047,1064,0.971,4830,82,0.952,0.496,Somerville,MA,2111
Existing Customer,47,F,2,Post-Graduate,Divorced,$40K - $60K,Blue,33,6,2,3,5624,1216,4408,0.691,3843,66,1,0.216,Monroe,NY,5624
Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,36,6,2,3,1656,1429,227,0.777,4258,77,0.75,0.863,Union City,CA,1656
Existing Customer,40,F,3,Uneducated,Divorced,$40K - $60K,Blue,28,3,1,3,6608,2270,4338,0.75,4033,58,0.657,0.344,Troy,MI,6608
Existing Customer,47,F,3,Graduate,Single,Less than $40K,Blue,43,4,2,4,5062,1423,3639,0.775,4535,68,0.417,0.281,Indianapolis,IN,5062
Existing Customer,60,F,0,Uneducated,Single,Less than $40K,Silver,49,3,1,1,11060,1647,9413,0.938,4545,83,0.766,0.149,Muskegon,MI,11060
Existing Customer,42,F,3,Uneducated,Single,Less than $40K,Blue,38,4,1,4,1538,868,670,0.828,5228,61,0.694,0.564,Adrian,MI,1538
Existing Customer,54,F,3,High School,Married,$40K - $60K,Blue,49,5,1,2,1438.3,886,552.3,0.822,4385,91,0.717,0.616,Chicago,IL,1438.3
Existing Customer,49,M,1,High School,Single,$60K - $80K,Blue,40,6,2,2,3170,1428,1742,0.876,4097,72,0.565,0.45,Houston,TX,3170
Existing Customer,42,F,2,Post-Graduate,Divorced,Less than $40K,Blue,26,5,2,3,2120,1527,593,0.744,4741,86,0.72,0.72,Morristown,MN,2120
Existing Customer,53,M,0,Graduate,Single,$80K - $120K,Blue,34,3,1,4,20231,1434,18797,0.543,5002,78,0.66,0.071,Sugar Land,TX,20231
Existing Customer,41,F,3,Uneducated,Divorced,Less than $40K,Blue,30,5,3,4,7764,621,7143,0.67,3955,72,0.756,0.08,Hempstead,NY,7764
Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,39,4,3,3,2001,909,1092,0.772,4238,63,0.8,0.454,Anchorage,AK,2001
Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,37,3,2,2,8512,1471,7041,0.867,4056,81,0.841,0.173,San Antonio,TX,8512
Existing Customer,47,F,3,Uneducated,Divorced,$40K - $60K,Blue,30,5,3,2,5869,2517,3352,0.505,4166,85,0.809,0.429,Lafayette,LA,5869
Existing Customer,43,M,4,Graduate,Married,$120K +,Blue,31,6,1,3,6467,1887,4580,0.442,4098,61,0.605,0.292,Tucker,GA,6467
Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,28,5,3,3,1438.3,576,862.3,0.774,5098,66,0.833,0.4,Devon,PA,1438.3
Existing Customer,54,F,2,Doctorate,Divorced,Less than $40K,Blue,43,6,1,3,1438.3,1120,318.3,0.817,4880,77,0.75,0.779,Getzville,NY,1438.3
Existing Customer,32,F,2,Post-Graduate,Married,$40K - $60K,Blue,24,5,3,1,1553,1177,376,0.638,4549,68,0.659,0.758,Vancleve,KY,1553
Existing Customer,53,F,1,High School,Single,Less than $40K,Blue,47,6,2,3,3378,2134,1244,0.541,4464,83,0.93,0.632,Miami,FL,3378
Existing Customer,34,F,3,Uneducated,Single,$40K - $60K,Blue,27,3,2,4,2313,1775,538,0.773,4317,68,0.545,0.767,Woonsocket,RI,2313
Existing Customer,49,F,2,High School,Married,$40K - $60K,Blue,39,5,3,4,2720,1926,794,0.602,3806,61,0.794,0.708,Monroe,MI,2720
Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Silver,39,4,2,4,33122,1587,31535,0.475,3145,63,0.75,0.048,Chicago,IL,33122
Existing Customer,52,F,0,Post-Graduate,Single,Less than $40K,Blue,40,4,3,2,1438.3,797,641.3,0.87,4673,69,0.568,0.554,Punta Gorda,FL,1438.3
Existing Customer,47,F,1,High School,Married,Less than $40K,Blue,41,3,3,4,2709,2034,675,0.606,4915,92,0.84,0.751,Gilbert,AZ,2709
Existing Customer,39,M,4,High School,Married,$60K - $80K,Blue,32,4,2,2,19198,2218,16980,0.802,4423,90,0.667,0.116,Carrollton,TX,19198
Existing Customer,45,F,5,Graduate,Divorced,Less than $40K,Blue,26,3,5,2,1438.3,1226,212.3,0.638,3889,60,0.818,0.852,Rosharon,TX,1438.3
Existing Customer,54,F,4,Graduate,Single,Less than $40K,Blue,45,6,2,2,1990,1747,243,0.924,5216,87,0.891,0.878,Fort Lauderdale,FL,1990
Existing Customer,59,M,0,High School,Single,$120K +,Blue,36,4,3,3,3422,1039,2383,0.475,3337,65,0.512,0.304,Broad Run,VA,3422
Existing Customer,48,F,3,Uneducated,Single,$40K - $60K,Blue,36,5,3,3,1906,1259,647,0.932,4634,54,0.862,0.661,Township Of Washington,NJ,1906
Existing Customer,39,M,3,Uneducated,Married,$40K - $60K,Blue,34,5,1,2,12078,1687,10391,0.482,2384,52,1.167,0.14,Lake Worth,FL,12078
Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,36,4,3,2,2620,2081,539,0.99,4867,67,0.763,0.794,Cornell,IL,2620
Existing Customer,43,F,3,Doctorate,Married,Less than $40K,Blue,29,4,2,3,3186,2517,669,0.59,4197,84,0.909,0.79,Warm Springs,GA,3186
Existing Customer,42,F,4,Graduate,Married,$40K - $60K,Blue,27,3,1,1,1950,1062,888,0.48,3873,76,0.854,0.545,Albuquerque,NM,1950
Existing Customer,42,F,2,Graduate,Married,Less than $40K,Blue,37,4,2,1,2250,1788,462,0.523,4908,71,1.152,0.795,Greenville,OH,2250
Existing Customer,45,M,5,Doctorate,Married,$120K +,Silver,36,6,1,4,34516,2038,32478,1.007,4067,75,1.206,0.059,Cantonment,FL,34516
Existing Customer,58,F,1,Doctorate,Married,Less than $40K,Blue,47,5,3,4,2495,2061,434,0.849,4399,70,0.707,0.826,Carthage,NY,2495
Existing Customer,39,F,2,High School,Married,Less than $40K,Blue,32,5,3,1,3086,2213,873,0.695,4684,81,0.8,0.717,Louisville,KY,3086
Existing Customer,45,F,2,Uneducated,Single,Less than $40K,Blue,38,3,2,1,7486,1758,5728,0.613,4604,70,0.707,0.235,Belmont,CA,7486
Existing Customer,49,F,4,Doctorate,Single,Less than $40K,Blue,42,5,1,4,7789,957,6832,0.724,3412,70,0.842,0.123,Mulberry,FL,7789
Existing Customer,37,F,2,Graduate,Divorced,Less than $40K,Blue,36,4,3,3,1734,987,747,0.879,4727,67,0.914,0.569,Pinole,CA,1734
Existing Customer,44,M,4,High School,Married,$120K +,Blue,33,4,1,4,14527,2070,12457,0.525,3965,58,0.568,0.142,Laurel,MD,14527
Existing Customer,48,F,4,Uneducated,Single,Less than $40K,Blue,37,6,3,4,2646,872,1774,0.865,4246,80,0.739,0.33,Claremont,NC,2646
Existing Customer,47,M,3,College,Single,$80K - $120K,Blue,38,5,3,3,8185,1556,6629,0.806,4527,83,0.93,0.19,Carmel,CA,8185
Existing Customer,46,M,5,High School,Single,$40K - $60K,Blue,37,3,2,3,6340,1985,4355,0.403,3536,61,0.419,0.313,Fort Worth,TX,6340
Existing Customer,46,F,3,Doctorate,Single,Less than $40K,Blue,34,4,3,4,2258,1600,658,0.607,4275,76,0.551,0.709,San Jose,CA,2258
Existing Customer,44,F,3,College,Married,$40K - $60K,Blue,34,3,1,2,3256,1013,2243,0.988,5079,81,0.841,0.311,Houston,TX,3256
Existing Customer,50,M,3,High School,Married,$60K - $80K,Blue,35,3,3,2,14854,2136,12718,0.568,3659,68,0.581,0.144,Valparaiso,IN,14854
Existing Customer,49,M,4,College,Divorced,$120K +,Blue,41,3,1,1,7184,1207,5977,0.657,3244,58,1,0.168,Annandale,VA,7184
Existing Customer,57,M,3,High School,Single,$80K - $120K,Blue,38,4,3,1,12663,1028,11635,0.791,3297,54,0.688,0.081,Park Forest,IL,12663
Existing Customer,48,F,2,College,Single,Less than $40K,Blue,35,3,3,1,1438.3,816,622.3,0.842,4777,69,0.917,0.567,Kilauea,HI,1438.3
Existing Customer,39,F,5,Graduate,Single,Less than $40K,Blue,33,5,2,2,1438.3,668,770.3,0.931,5205,78,0.773,0.464,Highland,NY,1438.3
Existing Customer,40,M,3,Graduate,Married,$80K - $120K,Blue,21,3,2,0,1804,1040,764,1.002,5308,78,0.773,0.576,Ludington,MI,1804
Existing Customer,45,M,1,Uneducated,Single,$60K - $80K,Blue,35,5,3,2,21696,1036,20660,0.965,3354,76,0.854,0.048,Westminster,SC,21696
Existing Customer,49,F,2,High School,Married,Less than $40K,Blue,39,5,3,1,2992,1845,1147,0.707,4339,84,0.75,0.617,Manly,IA,2992
Existing Customer,38,F,1,Doctorate,Single,Less than $40K,Blue,26,5,2,4,1934,985,949,0.72,4019,78,0.857,0.509,San Francisco,CA,1934
Existing Customer,43,M,5,Uneducated,Married,$120K +,Blue,31,4,3,4,34516,830,33686,0.54,3789,57,0.541,0.024,Bloomfield,IN,34516
Existing Customer,42,F,4,Uneducated,Single,Less than $40K,Blue,32,3,3,4,1438.3,838,600.3,0.61,3910,75,0.63,0.583,Stanford,KY,1438.3
Existing Customer,56,F,2,Doctorate,Single,$40K - $60K,Blue,38,5,1,4,3609,1026,2583,0.67,4318,81,0.588,0.284,Shafter,CA,3609
Existing Customer,52,F,2,College,Married,$40K - $60K,Blue,41,3,1,1,3224,2111,1113,0.601,3707,74,0.682,0.655,New York,NY,3224
Existing Customer,44,F,3,High School,Married,Less than $40K,Blue,34,5,3,2,4135,1606,2529,0.734,3334,56,0.6,0.388,Independence,MO,4135
Existing Customer,41,F,3,College,Single,$40K - $60K,Blue,37,3,3,3,8376,1219,7157,0.644,4015,77,0.75,0.146,Erie,PA,8376
Existing Customer,42,M,3,High School,Married,$80K - $120K,Blue,36,4,3,2,25944,1987,23957,0.566,4442,76,0.767,0.077,Scituate,MA,25944
Existing Customer,49,M,3,High School,Married,$60K - $80K,Blue,29,4,3,1,1438.3,535,903.3,0.678,3016,80,0.739,0.372,Sacramento,CA,1438.3
Existing Customer,41,F,4,Doctorate,Single,Less than $40K,Blue,36,4,3,4,2687,1317,1370,0.58,4096,76,0.727,0.49,Berwyn,IL,2687
Existing Customer,40,F,3,High School,Divorced,$40K - $60K,Blue,28,4,1,4,4464,1418,3046,0.92,3870,73,0.46,0.318,Batavia,IL,4464
Existing Customer,51,F,2,Graduate,Single,$40K - $60K,Blue,45,5,1,3,1438.3,869,569.3,0.791,4124,59,0.967,0.604,Naperville,IL,1438.3
Existing Customer,34,F,1,College,Married,Less than $40K,Blue,16,6,1,4,2221,1814,407,0.82,4758,64,0.641,0.817,Epping,NH,2221
Existing Customer,42,M,4,Uneducated,Married,$60K - $80K,Blue,36,5,3,3,2966,2371,595,0.969,4416,83,0.844,0.799,Sergeant Bluff,IA,2966
Existing Customer,38,F,2,High School,Married,$40K - $60K,Blue,31,4,2,4,1593,1091,502,0.87,4136,67,0.718,0.685,Sammamish,WA,1593
Existing Customer,41,F,2,Uneducated,Single,Less than $40K,Blue,31,5,3,3,2450,1490,960,0.747,3778,64,0.684,0.608,North Las Vegas,NV,2450
Existing Customer,53,F,3,Graduate,Divorced,Less than $40K,Blue,42,3,2,4,1529,563,966,0.785,4220,83,0.844,0.368,Wynnewood,PA,1529
Existing Customer,45,F,3,Graduate,Single,$40K - $60K,Blue,36,5,2,2,6274,883,5391,0.626,4726,82,0.708,0.141,Fayetteville,NC,6274
Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,27,6,1,2,2134,1085,1049,0.656,4224,75,1.027,0.508,Mount Kisco,NY,2134
Existing Customer,50,M,1,College,Married,$80K - $120K,Blue,33,5,3,2,17158,1211,15947,0.778,4153,91,0.685,0.071,Holland,MI,17158
Existing Customer,51,F,2,Uneducated,Married,$40K - $60K,Blue,36,6,3,3,3359,873,2486,0.785,4572,81,0.688,0.26,Mohegan Lake,NY,3359
Existing Customer,47,M,3,Graduate,Married,$80K - $120K,Blue,41,6,1,4,11997,1424,10573,0.749,4125,80,0.86,0.119,Frankfort,IN,11997
Existing Customer,41,F,2,Graduate,Married,Less than $40K,Blue,32,3,3,2,3302,1980,1322,0.625,3899,65,0.711,0.6,San Diego,CA,3302
Existing Customer,46,F,2,High School,Single,Less than $40K,Blue,36,3,3,4,2283,1020,1263,0.944,3687,68,1.125,0.447,West Baden Springs,IN,2283
Existing Customer,49,F,5,High School,Married,$40K - $60K,Blue,33,6,3,2,2506,1549,957,0.752,4747,91,0.936,0.618,Monroe,NC,2506
Existing Customer,47,F,1,Uneducated,Single,Less than $40K,Blue,36,5,2,3,1438.3,735,703.3,0.762,4220,87,0.673,0.511,Arlington,TX,1438.3
Existing Customer,54,F,2,Uneducated,Single,Less than $40K,Blue,41,5,2,4,1438.3,814,624.3,0.675,4217,72,0.5,0.566,Hammond,LA,1438.3
Existing Customer,41,M,2,Graduate,Married,$80K - $120K,Blue,35,3,3,4,10873,1514,9359,0.879,5089,82,0.783,0.139,Covington,VA,10873
Existing Customer,52,F,3,High School,Married,Less than $40K,Blue,36,4,2,3,2187,1094,1093,0.843,4222,61,0.649,0.5,Kent,WA,2187
Existing Customer,60,F,0,Uneducated,Single,Less than $40K,Blue,48,3,2,3,3302,2517,785,0.785,4613,85,0.932,0.762,Shepherdsville,KY,3302
Existing Customer,40,M,3,Uneducated,Divorced,$80K - $120K,Blue,29,3,2,1,30997,2330,28667,0.65,3821,81,0.841,0.075,Philadelphia,PA,30997
Existing Customer,48,F,1,Uneducated,Single,Less than $40K,Blue,38,5,2,0,2578,2424,154,0.517,4077,78,0.625,0.94,Stamford,CT,2578
Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Blue,37,3,3,2,3034,468,2566,0.553,4172,66,0.784,0.154,Banning,CA,3034
Existing Customer,54,F,2,Doctorate,Married,$40K - $60K,Blue,43,5,3,2,2222,1398,824,0.785,3960,79,0.756,0.629,Olathe,KS,2222
Existing Customer,60,F,1,Graduate,Single,Less than $40K,Blue,55,4,1,0,2346,2150,196,0.666,4592,90,0.8,0.916,Boulder,CO,2346
Existing Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,36,6,2,2,2182,1722,460,0.937,5377,86,0.654,0.789,South Hamilton,MA,2182
Existing Customer,50,M,1,High School,Married,$80K - $120K,Blue,36,6,3,2,10588,994,9594,0.786,4623,84,0.585,0.094,Walnut Creek,CA,10588
Existing Customer,32,F,2,Post-Graduate,Single,Less than $40K,Blue,16,3,3,2,2973,2446,527,0.612,3769,78,0.95,0.823,Ridgewood,NY,2973
Existing Customer,40,M,4,Graduate,Married,$80K - $120K,Blue,36,3,3,2,2165,1465,700,0.622,3672,64,0.73,0.677,Stockton,UT,2165
Existing Customer,45,M,4,College,Married,$60K - $80K,Blue,26,6,2,2,3035,1498,1537,0.903,4275,67,0.675,0.494,Seaford,DE,3035
Existing Customer,45,F,3,College,Married,Less than $40K,Blue,37,4,3,1,4602,1517,3085,1.292,3520,66,1,0.33,Waimanalo,HI,4602
Existing Customer,47,F,4,Graduate,Single,Less than $40K,Blue,37,4,3,2,1438.3,780,658.3,0.66,4422,59,0.844,0.542,Ottawa,OH,1438.3
Existing Customer,51,F,4,Graduate,Single,Less than $40K,Blue,39,3,2,1,2847,2082,765,0.787,3672,59,0.553,0.731,Anaheim,CA,2847
Existing Customer,44,M,5,High School,Single,$80K - $120K,Blue,37,4,2,3,15638,1729,13909,0.843,4396,83,0.566,0.111,San Rafael,CA,15638
Existing Customer,43,M,2,Post-Graduate,Married,$120K +,Blue,36,3,3,2,10700,1346,9354,0.639,4054,68,0.7,0.126,Williston Park,NY,10700
Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue,35,3,2,2,2555,1587,968,1.088,4193,79,0.881,0.621,Tucson,AZ,2555
Existing Customer,59,M,1,High School,Single,$60K - $80K,Blue,51,6,2,4,8973,1300,7673,0.568,4699,72,0.714,0.145,Lobelville,TN,8973
Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,27,3,1,4,1480,1017,463,1.008,5245,80,0.86,0.687,Rome,NY,1480
Existing Customer,55,M,2,Graduate,Married,$60K - $80K,Blue,44,6,6,3,6054,1103,4951,0.613,3998,80,0.739,0.182,Lorton,VA,6054
Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,37,3,1,3,2447,1973,474,0.476,4784,75,0.562,0.806,Woodland,WA,2447
Existing Customer,56,F,1,Uneducated,Married,Less than $40K,Blue,47,6,1,2,3022,1627,1395,0.835,4390,82,0.783,0.538,Saint Amant,LA,3022
Existing Customer,37,M,3,Graduate,Single,$80K - $120K,Blue,29,6,2,4,7199,1274,5925,0.639,4552,100,0.786,0.177,Memphis,TN,7199
Existing Customer,54,F,2,Uneducated,Single,Less than $40K,Blue,43,6,1,4,3006,633,2373,0.733,5177,66,0.65,0.211,Griffith,IN,3006
Existing Customer,39,M,2,Uneducated,Single,$80K - $120K,Blue,36,6,2,4,7901,1184,6717,0.863,3667,66,0.784,0.15,Durham,NC,7901
Existing Customer,38,M,0,High School,Single,$80K - $120K,Blue,29,3,3,2,5983,1885,4098,0.601,4141,65,0.711,0.315,Danville,VA,5983
Existing Customer,55,M,2,Doctorate,Single,$80K - $120K,Blue,36,6,3,3,3046,2415,631,0.492,3153,57,0.583,0.793,Fayetteville,NC,3046
Existing Customer,50,M,2,Uneducated,Married,$120K +,Blue,40,3,1,1,34516,1871,32645,0.356,4054,75,0.364,0.054,Murrieta,CA,34516
Existing Customer,55,M,2,High School,Single,$120K +,Blue,49,6,3,4,3029,1505,1524,0.56,2394,50,0.471,0.497,Cleveland,OH,3029
Existing Customer,53,F,1,Post-Graduate,Single,$40K - $60K,Blue,43,5,1,0,2618,2026,592,0.669,4198,68,0.619,0.774,Philadelphia,PA,2618
Existing Customer,45,M,5,Graduate,Single,Less than $40K,Blue,36,4,2,1,2718,1474,1244,0.71,3542,59,0.639,0.542,Fort Worth,TX,2718
Existing Customer,60,F,0,Graduate,Married,Less than $40K,Blue,51,6,1,2,2230,1796,434,0.637,4929,61,0.488,0.805,Wellington,OH,2230
Existing Customer,55,F,2,Uneducated,Married,Less than $40K,Blue,43,6,2,3,2736,993,1743,1.06,4078,85,0.977,0.363,Levittown,NY,2736
Existing Customer,51,F,2,High School,Married,Less than $40K,Blue,37,3,2,1,2258,1250,1008,0.611,4368,75,0.596,0.554,Chicago,IL,2258
Existing Customer,50,M,4,Graduate,Married,$80K - $120K,Blue,31,6,3,2,11882,1472,10410,0.413,3291,62,0.722,0.124,Bessemer City,NC,11882
Existing Customer,38,F,2,Graduate,Single,Less than $40K,Blue,25,6,2,2,1438.3,538,900.3,0.675,4093,73,0.659,0.374,Mukwonago,WI,1438.3
Existing Customer,54,F,3,Doctorate,Single,Less than $40K,Blue,36,4,2,2,2778,743,2035,0.812,4515,74,0.51,0.267,Mena,AR,2778
Existing Customer,54,F,1,High School,Married,Less than $40K,Blue,42,3,5,4,2474,1539,935,0.649,4884,80,0.509,0.622,Fremont,CA,2474
Existing Customer,43,F,1,Graduate,Single,Less than $40K,Blue,38,3,3,3,2642,2377,265,0.829,4780,88,0.725,0.9,Saint Marys,PA,2642
